Contacted?,Result?,County,School,Entity Type,Website,Phone,Phone Extension,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,PTO Contact Name,PTO Contact Number,PTO Contact Email,Notes
FALSE,,Alameda,Cabrillo Elementary,Elementary Schools (Public),https://fremontunified.org/cabrillo/,(510) 792-3232,No Data,jkim3@fusdk12.net,Jin Kim,(510) 792-3232,62106,,,,
FALSE,,Alameda,Centerville Middle,Intermediate/Middle Schools (Public),https://fremontunified.org/centerville/,(510) 797-2072,No Data,slemke@fusdk12.net,Susan Lemke,(510) 797-2072,68152,,,,
FALSE,,Alameda,Circle of Independent Learning,K-12 Schools (Public),https://www.coilk12.net,(510) 797-0100,No Data,coilcharter@fusdk12.net,Teresa Copenhaver,(510) 797-0100,29306,,,,
FALSE,,Alameda,E. M. Grimmer Elementary,Elementary Schools (Public),https://fremontunified.org/grimmer/,(510) 656-1250,No Data,mkaufman@fusdk12.net,Matthew Kaufman,(510) 656-1250,42101,,,,
FALSE,,Alameda,Forest Park Elementary,Elementary Schools (Public),https://fremontunified.org/forestpark/,(510) 713-0141,No Data,dmapelli@fusdk12.net,Denise Mapelli,(510) 713-0141,53121,,,,
FALSE,,Alameda,Fred E. Weibel Elementary,Elementary Schools (Public),https://fremontunified.org/weibel/,(510) 651-6958,No Data,annielee@fusdk12.net,Annie Lee,(510) 651-6958,No Data,,,,
FALSE,,Alameda,Fremont Adult and Continuing Education,Adult Education Centers,https://www.face.edu/domain/153,(510) 793-6465,No Data,jsprague@fusdk12.net,Jacklynn Sprague,(510) 793-6465,No Data,,,,
FALSE,,Alameda,Fremont Christian School,K-12 Schools (Private),www.fremontchristian.com,(510) 744-2241,No Data,nps@cde.ca.gov,Tricia Meyer,No Data,No Data,,,,
FALSE,,Alameda,G. M. Walters Middle,Intermediate/Middle Schools (Public),https://fremontunified.org/walters/,(510) 656-7211,No Data,dgraham@fusdk12.net,Dana Graham,(510) 656-7211,28150,,,,
FALSE,,Alameda,Glankler Early Learning Center,Special Education Schools (Public),https://fremontunified.org/glankler/,(510) 651-1190,No Data,csim@fusdk12.net,Charlene Sim,(510) 651-1190,25102,,,,
FALSE,,Alameda,Glenmoor Elementary,Elementary Schools (Public),https://fremontunified.org/glenmoor/,(510) 797-0740,No Data,bbenevides@fusdk12.net,Brian Benevides,(510) 797-0740,63102,,,,
FALSE,,Alameda,Harvey Green Elementary,Elementary Schools (Public),https://fremontunified.org/green/,(510) 656-6438,No Data,tjohnson@fusdk12.net,Trisha Johnson,(510) 656-6438,41103,,,,
FALSE,,Alameda,Holy Spirit School,Elementary School (Private),https://www.holyspiritschoolfremont.com/,(510) 793-3553,No Data,holyspiritschool@csdo.org,Holly Marsh,No Data,No Data,,,,
FALSE,,Alameda,Ilm Academy,Elementary School (Private),www.theilmacademy.com,(510) 936-1572,No Data,officestaff@theilmacademy.com,Huma Bokharey,No Data,No Data,,,,
FALSE,,Alameda,Irvington High,High Schools (Public),https://fremontunified.org/irvington/,(510) 656-5711,No Data,shicks@fusdk12.net,Stanley Hicks,(510) 656-5711,46486,,,,
FALSE,,Alameda,J. Haley Durham Elementary,Elementary Schools (Public),https://fremontunified.org/durham/,(510) 657-7080,No Data,mtibbs@fusdk12.net,Michelle Tibbs,(510) 657-7080,24100,,,,
FALSE,,Alameda,James Leitch Elementary,Elementary Schools (Public),https://fremontunified.org/leitch/,(510) 657-6100,No Data,lrancapperez@fusdk12.net,Lizaday Rancap-Perez,(510) 657-6100,44102,,,,
FALSE,,Alameda,John Blacow Elementary,Elementary Schools (Public),https://fremontunified.org/blacow/,(510) 656-5121,No Data,ljuarezcodicetti@fusdk12.net,Laura Codicetti,(510) 656-5121,22104,,,,
FALSE,,Alameda,John F. Kennedy High,High Schools (Public),https://fremontunified.org/kennedy/,(510) 657-4070,No Data,rfisher@fusdk12.net,Ronaldo Fisher,(510) 657-4070,27030,,,,
FALSE,,Alameda,John G. Mattos Elementary,Elementary Schools (Public),https://fremontunified.org/mattos/,(510) 793-1359,No Data,swestra@fusdk12.net,Sherea Westra,(510) 793-1359,65102,,,,
FALSE,,Alameda,John Gomes Elementary,Elementary Schools (Public),https://fremontunified.org/gomes/,(510) 656-3414,No Data,phughes@fusdk12.net,Pamela Hughes,(510) 656-3414,32003,,,,
FALSE,,Alameda,John M. Horner Middle,Intermediate/Middle Schools (Public),https://fremontunified.org/horner/,(510) 656-4000,No Data,chicks-rodriguez@fusdk12.net,Cindy Hicks-Rodriguez,(510) 656-4000,48109,,,,
FALSE,,Alameda,Joseph Azevada Elementary,Elementary Schools (Public),https://fremontunified.org/azevada/,(510) 657-3900,No Data,mgrimmer@fusdk12.net,Merrill Grimmer,(510) 657-3900,21103,,,,
FALSE,,Alameda,Joshua Chadbourne Elementary,Elementary Schools (Public),https://fremontunified.org/chadbourne/,(510) 656-5242,No Data,kpedrotti@fusdk12.net,Kimberley Pedrotti,(510) 656-5242,31105,,,,
FALSE,,Alameda,Kiddoland Learning Center,Elementary School (Private),No Data,(510) 490-7311,No Data,kiddoland@yahoo.com,Moon Chia,No Data,No Data,,,,
FALSE,,Alameda,Lila Bringhurst Elementary,Elementary Schools (Public),https://fremontunified.org/bringhurst/,(510) 490-1205,No Data,ahsu@fusdk12.net,Angela Hsu,(510) 490-1205,39104,,,,
FALSE,,Alameda,Mission San Jose Elementary,Elementary Schools (Public),https://fremontunified.org/msje/,(510) 656-1200,No Data,kcarter@fusdk12.net,Katherine Carter,(510) 656-1200,33103,,,,
FALSE,,Alameda,Mission San Jose High,High Schools (Public),https://fremontunified.org/msjhs/,(510) 657-3600,No Data,aperez@fusdk12.net,Amy Perez,(510) 657-3600,37217,,,,
FALSE,,Alameda,Mission Valley Elementary,Elementary Schools (Public),https://fremontunified.org/missionvalley/,(510) 656-2000,No Data,jmcclintock@fusdk12.net,Jaclyn McClintock,(510) 656-2000,34170,,,,
FALSE,,Alameda,Montessori School of Fremont,Elementary School (Private),https://montessoriwest.com/,(510) 490-1993,No Data,nps@cde.ca.gov,Jhoana Vasquez,No Data,No Data,,,,
FALSE,,Alameda,Niles Elementary,Elementary Schools (Public),https://fremontunified.org/niles/,(510) 793-1141,No Data,bdorsey@fusdk12.net,Brannin Dorsey,No Data,No Data,,,,
FALSE,,Alameda,O. N. Hirsch Elementary,Elementary Schools (Public),https://fremontunified.org/hirsch/,(510) 657-3537,No Data,carroyo@fusdk12.net,Christina Arroyo,(510) 657-3537,43102,,,,
FALSE,,Alameda,Oliveira Elementary,Elementary Schools (Public),https://fremontunified.org/oliveira/,(510) 797-1135,No Data,harrypabley@fusdk12.net,Harry Pabley,(510) 797-1135,54103,,,,
FALSE,,Alameda,Parkmont Elementary,Elementary Schools (Public),https://fremontunified.org/parkmont/,(510) 793-7492,No Data,wlewis@fusdk12.net,Walter Lewis,(510) 793-7492,66106,,,,
FALSE,,Alameda,Patterson Elementary,Elementary Schools (Public),https://fremontunified.org/patterson/,(510) 793-0420,No Data,kdil@fusdk12.net,Kristin Dil,(510) 793-0420,55103,,,,
FALSE,,Alameda,Peace Terrace Academy,Elementary School (Private),www.peaceterrace.org,(510) 477-9946,No Data,nps@cde.ca.gov,Zolaikha Khaliqi,No Data,No Data,,,,
FALSE,,Alameda,Prince of Peace Lutheran School,Elementary School (Private),www.popchristianschool.com,(510) 797-8186,No Data,cblackburn@popfremont.org,Craig Blackburn,No Data,No Data,,,,
FALSE,,Alameda,Rivendell Academy of Fremont,K-12 Schools (Private),rivendellacademyfremont.net,(510) 489-5687,No Data,catharine.alvarez@gmail.com,Catharine Alvarez,No Data,No Data,,,,
FALSE,,Alameda,Robertson High (Continuation),Continuation High Schools,https://fremontunified.org/robertson/,(510) 657-9155,No Data,sjemo@fusdk12.net,Sheila Jemo,(510) 657-9155,49105,,,,
FALSE,,Alameda,St. Joseph Elementary,Elementary School (Private),stjosephschoolfremont.org,(510) 656-6525,No Data,nps@cde.ca.gov,Laurie Lopez,No Data,No Data,,,,
FALSE,,Alameda,Steven Millard Elementary,Elementary Schools (Public),https://fremontunified.org/millard/,(510) 657-0344,No Data,jgonzalez@fusdk12.net,Jorge Gonzalez,(510) 657-0344,26101,,,,
FALSE,,Alameda,Stratford School,Kindergartens (Private),No Data,(510) 713-8900,No Data,nps@cde.ca.gov,Jasbir Rattan,No Data,No Data,,,,
FALSE,,Alameda,Stratford School,Elementary School (Private),No Data,(510) 438-9745,No Data,nmaramba@stratfordschools.com,Nick Maramba,No Data,No Data,,,,
FALSE,,Alameda,Thornton Middle,Intermediate/Middle Schools (Public),https://fremontunified.org/thornton/,(510) 793-9090,No Data,sstrausbaugh@fusdk12.net,Sharon Strausbaugh,(510) 793-9090,58153,,,,
FALSE,,Alameda,Tom Maloney Elementary,Elementary Schools (Public),https://fremontunified.org/maloney/,(510) 797-4426,No Data,cwood@fusdk12.net,Christopher Wood,(510) 797-4426,64102,,,,
FALSE,,Alameda,Vallejo Mill Elementary,Elementary Schools (Public),https://fremontunified.org/vallejomill/,(510) 793-1441,No Data,mguerrero@fusdk12.net,Michelle Guerrero,No Data,No Data,,,,
FALSE,,Alameda,Vista Alternative,Alternative Schools of Choice,https://fremontunified.org/robertson/,(510) 657-7028,No Data,sjemo@fusdk12.net,Sheila Jemo,(510) 657-7028,No Data,,,,
FALSE,,Alameda,Warm Springs Elementary,Elementary Schools (Public),https://fremontunified.org/warmsprings/,(510) 656-1611,No Data,siwata@fusdk12.net,Scott Iwata,(510) 656-1611,45001,,,,
FALSE,,Alameda,Warwick Elementary,Elementary Schools (Public),https://fremontunified.org/warwick/,(510) 793-8660,No Data,bochoa@fusdk12.net,Barbara Ochoa,(510) 793-8660,56103,,,,
FALSE,,Alameda,Washington High,High Schools (Public),https://fremontunified.org/washington/,(510) 505-7300,No Data,bmoran@fusdk12.net,Robert Moran,(510) 505-7300,67100,,,,
FALSE,,Alameda,William Hopkins Middle,Intermediate/Middle Schools (Public),https://fremontunified.org/hopkins/,(510) 656-3500,No Data,nkuei@fusdk12.net,Nancy Kuei,(510) 656-3500,38109,,,,
FALSE,,Alameda,Young Adult Program,Special Education Schools (Public),No Data,(510) 657-2350,12569,edaltonsausedo@fusdk12.net,Eydie Dalton-Sausedo,(510) 659-2569,No Data,,,,
FALSE,,Alameda,All Saints Catholic School,Elementary School (Private),ascshayward.org,(510) 582-1910,No Data,allsaintshayward@comcast.net,Jennifer Diaz,No Data,No Data,,,,
FALSE,,Alameda,Anthony W. Ochoa Middle,Intermediate/Middle Schools (Public),No Data,(510) 723-3130,No Data,mrowe@husd.k12.ca.us,Makilia Rowe,(510) 723-3130,No Data,,,,
FALSE,,Alameda,Bayside Adventist Christian School,Elementary School (Private),No Data,(510) 785-1313,No Data,nps@cde.ca.gov,Rafael Paloma,No Data,No Data,,,,
FALSE,,Alameda,Brenkwitz High,Continuation High Schools,No Data,(510) 723-3160,No Data,ybeavers@husd.k12.ca.us,Yvette Beavers,(510) 723-3160,No Data,,,,
FALSE,,Alameda,Bret Harte Middle,Intermediate/Middle Schools (Public),No Data,(510) 723-3100,No Data,scondit-gordon@husd.k12.ca.us,Seana Condit-Gordon,(510) 723-3100,No Data,,,,
FALSE,,Alameda,Burbank Elementary,Elementary Schools (Public),No Data,(510) 723-3805,No Data,itorres-fitzsimons@husd.k12.ca.us,Irma Torres-Fitzsimons,(510) 723-3805,No Data,,,,
FALSE,,Alameda,California Crosspoint Academy,High Schools (Private),www.crosspointacademy.org,(510) 995-5333,No Data,info@crosspointacademy.org,Robin Hom,No Data,No Data,,,,
FALSE,,Alameda,Cesar Chavez Middle,Intermediate/Middle Schools (Public),No Data,(510) 723-3110,No Data,kyeargin@husd.k12.ca.us,Khanh Yeargin,(510) 723-3110,No Data,,,,
FALSE,,Alameda,Cherryland Elementary,Elementary Schools (Public),No Data,(510) 723-3810,No Data,hthorner@husd.k12.ca.us,Heather Thorner,(510) 723-3810,No Data,,,,
FALSE,,Alameda,East Avenue Elementary,Elementary Schools (Public),No Data,(510) 723-3815,No Data,cdiaz-centeno@husd.k12.ca.us,Catherine Diaz-Centeno,(510) 723-3815,No Data,,,,
FALSE,,Alameda,Eden Gardens Elementary,Elementary Schools (Public),No Data,(510) 723-3820,No Data,cmckinley@husd.k12.ca.us,Craig McKinley,(510) 723-3820,No Data,,,,
FALSE,,Alameda,Eldridge Elementary,Elementary Schools (Public),No Data,(510) 723-3825,No Data,bmccomb@husd.k12.ca.us,Brian McComb,(510) 723-3825,No Data,,,,
FALSE,,Alameda,Fairview Elementary,Elementary Schools (Public),No Data,(510) 723-3830,No Data,lmatteis@husd.k12.ca.us,Lauren Matteis,(510) 723-3830,No Data,,,,
FALSE,,Alameda,Faith Ringgold School of Arts and Science,Elementary Schools (Public),www.husd.k12.ca.us,(510) 889-7399,No Data,vasmith@husd.k12.ca.us,Vanessa Smith,(510) 723-3865,No Data,,,,
FALSE,,Alameda,Glassbrook Elementary,Elementary Schools (Public),No Data,(510) 723-3835,No Data,nmolina-zamora@husd.k12.ca.us,Nora Molina-Zamora,(510) 723-3835,No Data,,,,
FALSE,,Alameda,Grace Academy,Elementary School (Private),No Data,(510) 786-1289,No Data,pastormare@gmail.com,Marilyn Escoto,No Data,No Data,,,,
FALSE,,Alameda,Harder Elementary,Elementary Schools (Public),No Data,(510) 723-3840,No Data,cortiz@husd.k12.ca.us,Cynthia Ortiz,(510) 723-3840,No Data,,,,
FALSE,,Alameda,Hayward Adult,Adult Education Centers,No Data,(510) 293-8595,No Data,kreed@husd.k12.ca.us,Kwasi Reed,(510) 783-4001,No Data,,,,
FALSE,,Alameda,Hayward High,High Schools (Public),No Data,(510) 723-3170,No Data,wmiller@husd.k12.ca.us,Waylon Miller,(510) 723-3170,No Data,,,,
FALSE,,Alameda,Hayward Twin Oaks Montessori,K-12 Schools (Public),www.haywardtwinoaks.org,(510) 370-3334,No Data,rick@pacific-dining.com,Yanira Ledezma,(510) 370-3334,No Data,,,,
FALSE,,Alameda,Impact Academy of Arts & Technology,K-12 Schools (Public),www.es-impact.org,(510) 300-1560,No Data,compliance@envisionschools.org,Elizabeth Raji-Greig,(510) 451-2415,No Data,,,,
FALSE,,Alameda,Knowledge Enlightens You (KEY) Academy,Elementary Schools (Public),www.keyacademycharter.org,(510) 397-2524,No Data,david@keyacademycharter.org,David Ramirez,(510) 397-2524,No Data,,,,
FALSE,,Alameda,Lea's Christian,Elementary School (Private),leaschristianschool.org,(510) 861-1947,No Data,mrsbland@leaschristianschool.org,Melva Bland,No Data,No Data,,,,
FALSE,,Alameda,Leadership Public Schools - Hayward,High Schools (Public),www.leadps.org/hayward/,(510) 300-1340,No Data,bdaniels@leadps.org,Brent Daniels,No Data,No Data,,,,
FALSE,,Alameda,Longwood Elementary,Elementary Schools (Public),No Data,(510) 723-3850,No Data,lfgarcia@husd.k12.ca.us,Luis Garcia,(510) 723-3850,No Data,,,,
FALSE,,Alameda,Lorin A. Eden Elementary,Elementary Schools (Public),No Data,(510) 723-3855,No Data,mt741@husd.k12.ca.us,Melanie Tirrell,(510) 723-3855,No Data,,,,
FALSE,,Alameda,"Martin Luther King, Jr. Middle",Intermediate/Middle Schools (Public),No Data,(510) 723-3120,No Data,dd521@husd.k12.ca.us,Darrell Daniels,(510) 723-3120,No Data,,,,
FALSE,,Alameda,Montessori Children's House of Hayward,Elementary School (Private),No Data,(510) 782-4427,No Data,nps@cde.ca.gov,Kavita I Hakim,No Data,No Data,,,,
FALSE,,Alameda,Moreau Catholic High School,High Schools (Private),https://www.moreaucatholic.org,(510) 881-4300,No Data,nps@cde.ca.gov,Colleen Galloway,No Data,No Data,,,,
FALSE,,Alameda,Mt. Eden High,High Schools (Public),No Data,(510) 723-3180,No Data,mwalton@husd.k12.ca.us,Monique Walton,(510) 723-3180,No Data,,,,
FALSE,,Alameda,Palma Ceia Elementary,Elementary Schools (Public),No Data,(510) 723-3870,No Data,lreiserer@husd.k12.ca.us,Lora Colyer,(510) 723-3870,No Data,,,,
FALSE,,Alameda,Park Elementary,Elementary Schools (Public),No Data,(510) 723-3875,No Data,loldham@husd.k12.ca.us,Lori Oldham,(510) 723-3875,No Data,,,,
FALSE,,Alameda,Rising Star Sped Academy,K-12 Schools (Private),www.rssped.com,(510) 270-0211,No Data,yogesh.verma@rssped.com,Chloe Mach,No Data,No Data,,,,
FALSE,,Alameda,Ruus Elementary,Elementary Schools (Public),No Data,(510) 723-3885,No Data,sm187@husd.k12.ca.us,Samuel McClymont,(510) 723-3885,No Data,,,,
FALSE,,Alameda,Saint Clement Catholic School,Elementary School (Private),www.sclementschool.org,(510) 538-5885,No Data,khenry@csdo.org,Veronica Hernandez,No Data,No Data,,,,
FALSE,,Alameda,Schafer Park Elementary,Elementary Schools (Public),No Data,(510) 723-3895,No Data,flores@husd.k12.ca.us,Rafael Flores,(510) 723-3895,No Data,,,,
FALSE,,Alameda,Southgate Elementary,Elementary Schools (Public),No Data,(510) 723-3905,No Data,fcosta@husd.k12.ca.us,Felicia Costa,(510) 723-3905,No Data,,,,
FALSE,,Alameda,St. Bede School,Elementary School (Private),www.stbedecatholicschool.org,(510) 782-3444,No Data,sdunster@csdo.org,Janine Durana,No Data,No Data,,,,
FALSE,,Alameda,St. Joachim's Elementary,Elementary School (Private),stjoachimschool.org,(510) 783-3177,No Data,dbayer@csdo.org,Dana Bayer,No Data,No Data,,,,
FALSE,,Alameda,Stellar Preparatory High School,High Schools (Private),stellarprephs.org,(925) 997-5832,No Data,nps@cde.ca.gov,LaLene Shepherd,No Data,No Data,,,,
FALSE,,Alameda,Stonebrae Elementary,Elementary Schools (Public),www.husd.k12.ca.us,(510) 723-3910,No Data,dmurayama@husd.k12.ca.us,Deborah Murayama,(510) 723-3910,No Data,,,,
FALSE,,Alameda,Team Academy for Girls,K-12 Schools (Private),No Data,Information Redacted,No Data,nps@cde.ca.gov,Rafiq Kamal,No Data,No Data,,,,
FALSE,,Alameda,Tennyson High,High Schools (Public),No Data,(510) 723-3190,No Data,,Veronica Estrada,(510) 723-3190,No Data,,,,
FALSE,,Alameda,Treeview Elementary,Elementary Schools (Public),No Data,(510) 723-3925,No Data,gm238@husd.k12.ca.us,Guillermo Morales,(510) 723-3925,No Data,,,,
FALSE,,Alameda,Tyrrell Elementary,Elementary Schools (Public),No Data,(510) 723-3935,No Data,svidal@husd.k12.ca.us,Stacy Vidal-Butler,(510) 723-3935,No Data,,,,
FALSE,,Alameda,Winton Middle,Intermediate/Middle Schools (Public),No Data,(510) 723-3140,No Data,ltess@husd.k12.ca.us,Lisa Tess,(510) 723-3140,No Data,,,,
FALSE,,Alameda,Acton Academy East Bay,Elementary School (Private),www.actoneastbay.org,(925) 264-9477,No Data,tonyyeh@actoneastbay.org,Kate Dao,No Data,No Data,,,,
FALSE,,Alameda,Altamont Creek Elementary,Elementary Schools (Public),www.livermoreschools.org/altamont,(925) 454-5575,No Data,atapia@lvjusd.org,Andrea Tapia,(925) 454-5575,6875,,,,
FALSE,,Alameda,Andrew N. Christensen Middle,Intermediate/Middle Schools (Public),www.livermoreschools.org/christensen,(925) 606-4702,No Data,bscharmann@lvjusd.org,Brian Scharmann,(925) 606-4702,6574,,,,
FALSE,,Alameda,Arroyo Seco Elementary,Elementary Schools (Public),http://livermoreschools.org/seco,(925) 606-4700,No Data,vnebo@lvjusd.org,Valerie Nebo,(925) 606-4700,6474,,,,
FALSE,,Alameda,Celebration Life Academy,Elementary School (Private),www.celebrationlifeacademy.org,(925) 245-1253,No Data,chudson@celebrationcc.org,Coreen Hudson,No Data,No Data,,,,
FALSE,,Alameda,Del Valle Continuation High,Continuation High Schools,www.livermoreschools.org/delvalle,(925) 606-4709,No Data,etaylor@lvjusd.org,Erik Taylor,(925) 606-4709,6275,,,,
FALSE,,Alameda,East Avenue Middle,Intermediate/Middle Schools (Public),www.livermoreschools.org/east,(925) 606-4711,No Data,mneal@lvjusd.org,Mark Neal,(925) 606-4711,6174,,,,
FALSE,,Alameda,Emma C. Smith Elementary,Elementary Schools (Public),www.livermoreschools.org/smith,(925) 606-4750,No Data,mangelo@lvjusd.org,Marni Angelo,(925) 606-4750,6775,,,,
FALSE,,Alameda,Granada High,High Schools (Public),www.livermoreschools.org/granadahigh,(925) 606-4800,No Data,cconover@lvjusd.org,Clark Conover,(925) 606-4800,3512,,,,
FALSE,,Alameda,Jackson Avenue Elementary,Elementary Schools (Public),www.livermoreschools.org/jackson,(925) 606-4717,No Data,tomjones@lvjusd.org,Tom Jones,(925) 606-4717,3828,,,,
FALSE,,Alameda,Joe Michell,Elementary Schools (Public),www.livermoreschools.org/michell,(925) 606-4738,No Data,dmachi@lvjusd.org,Donielle Machi,(925) 606-4738,6974,,,,
FALSE,,Alameda,Junction K-8,Elementary Schools (Public),www.livermoreschools.org/junction,(925) 606-4720,No Data,jgarza@lvjusd.org,Jeannette Garza,(925) 606-4720,6374,,,,
